pair,omega,kn,kf,same_organ,same_ct
Kidn|b cell vs Kidn|cd4-positive h..,31.001798534183163,0.013249272526781063,0.4107512775997544,True,False
Live|livEC vs Lung|non-classical ..,30.98893476416096,0.017506686963220816,0.542513580239837,False,False
Sple|macrophage vs Lung|basal cell,30.97218092295144,0.01712717506132748,0.5304659646984966,False,False
Live|macrophage vs Live|fibroblast,30.90592110592321,0.01917436149844806,0.5926013037274873,True,False
Bone|myeloid progen.. vs Lung|bronchial vess..,30.804227277292192,0.018974801561147194,0.5845040998310969,False,False
Sple|memory b cell vs Lung|basal cell,30.80056730560684,0.01826228775252551,0.5624888230760214,False,False
Lung|basal cell vs Lung|basophil,30.754289626405026,0.016236949693199453,0.49935585351402423,True,False
Hear|fibroblast of .. vs Lung|EC of artery,30.754195550376778,0.015440772686124118,0.4748685426379776,False,False
Hear|cardiac EC vs Sple|classical mono..,30.738104655824348,0.019470231970385107,0.5984780279788745,False,False
Lung|vein EC vs Lung|dendritic cell,30.700914275276666,0.018119280343517757,0.5562784725560442,True,False
Hear|cardio vs Lung|type ii pneumo..,30.693230961400893,0.01929639722692382,0.5922687768089085,False,False
"Lung|cd8-positive, .. vs Lung|vein EC",30.574517922127654,0.0162878920792751,0.49799444829147754,True,False
Lung|respiratory go.. vs Lung|intermediate m..,30.51808657100335,0.016748042507863468,0.5111182111498214,True,False
Hear|hepatocyte vs Lung|bronchial vess..,30.45711317004705,0.014489460151617142,0.4413071276106904,False,False
Lung|basal cell vs Lung|dendritic cell,30.434612157697384,0.01577776261299511,0.4801900858427242,True,False
Sple|macrophage vs Lung|vein EC,30.39513549587522,0.018393100210765522,0.5590607730954291,False,False
Sple|classical mono.. vs Lung|respiratory go..,30.356913198723827,0.017848811556414684,0.5418348231184593,False,False
Lung|non-classical .. vs Lung|pericyte cell,30.328253276200982,0.017447035300615955,0.5291381055159,True,False
Lung|basal cell vs Lung|intermediate m..,30.276487208897944,0.01592990390205808,0.4823015317296349,True,False
Lung|vein EC vs Lung|intermediate m..,30.226529679138125,0.016395036725577197,0.4955650641762187,True,False
Lung|vein EC vs Lung|type i pneumoc..,30.2113809223964,0.018170016774806307,0.5489412981500058,True,False
Lung|macrophage vs Lung|basal cell,30.178822130779768,0.01445254208832509,0.4361606970211713,True,False
