cell_type,region_a,region_b,omega,kn,kf
Astrocyte,Human A13,Human CoA,45.193135464440964,0.0013747736466796921,0.062130331647338825
Astrocyte,Human A13,Human DGR-CA4Rpy,71.5759725900221,0.0010827188739530873,0.07749665644476578
Astrocyte,Human A13,Human DGU-CA4Upy,108.53710300379126,0.0007703135376866872,0.08360759978511481
Astrocyte,Human A13,Human DTg,206.88267099337148,0.0010493332976187013,0.21708887537363936
Astrocyte,Human A13,Human ETH,157.50639807876578,0.0014517063143759,0.22865303264554843
Astrocyte,Human A13,Human FI,42.156563346605395,0.0006672499683168133,0.02812896555736818
Astrocyte,Human A13,Human GPe,139.7696535031693,0.0010217695378293493,0.1428123742625016
Astrocyte,Human A13,Human GPi,153.17480829680005,0.0014183017822740908,0.2172481036068437
Astrocyte,Human A13,Human Gpe,83.36401612789955,0.002042959618151434,0.17030931855622367
Astrocyte,Human A13,Human HTHma,95.11665756150468,0.0026436876729044184,0.25145873508322075
Astrocyte,Human A13,Human HTHma-HTHtub,90.97411590005989,0.002166352791366637,0.1970820299222067
Astrocyte,Human A13,Human HTHpo,105.53520414281269,0.0011017803269244126,0.11627661172250278
Astrocyte,Human A13,Human HTHpo-HTHso,168.940023566942,0.0011756823908268261,0.1986198108135227
Astrocyte,Human A13,Human HTHso,51.91777322445542,0.0025851414276580617,0.13421478639429618
Astrocyte,Human A13,Human HTHso-HTHtub,168.18943705395077,0.0010522884924845006,0.17698380916931866
Astrocyte,Human A13,Human HTHtub,72.9317241471186,0.002551528248032568,0.18608735433909204
Astrocyte,Human A13,Human IC,184.1432544744737,0.0010881662181682198,0.20037846882267618
Astrocyte,Human A13,Human IO,121.35203946286661,0.0025059017751378502,0.3040962911065959
Astrocyte,Human A13,Human ITG,27.989770243171538,0.00042497653914986953,0.011894995689543043
Astrocyte,Human A13,Human Idg,26.66391968395573,0.00032686883249184143,0.00871560429675084
Astrocyte,Human A13,Human Ig,27.383407026519823,0.00044006925824623057,0.012050595618415197
Astrocyte,Human A13,Human LEC,66.00016551504626,0.0005074026778088051,0.03348866071815883
Astrocyte,Human A13,Human LG,195.38300396671943,0.0010353743834569675,0.20229455727001236
Astrocyte,Human A13,Human LP,193.60658124069806,0.0009864009693290022,0.19097371940429878
Astrocyte,Human A13,Human LP-VPL,107.3997317583663,0.00203549731104325,0.21861186520092094
Astrocyte,Human A13,Human La,53.640371410786706,0.0019493153929443538,0.10456200167429877
Astrocyte,Human A13,Human M1C,46.76898188278126,0.0005307314656111363,0.024821770299789183
Astrocyte,Human A13,Human MD,209.81561387056266,0.0009319926738430418,0.1955466149852449
Astrocyte,Human A13,Human MD-Re,134.57940639760497,0.001677081766991416,0.2257006686819512
Astrocyte,Human A13,Human MEC,50.80099501647703,0.0006516055890280531,0.03310221228092271
Astrocyte,Human A13,Human MG,114.59933025610339,0.0016241192667874628,0.18612298022987694
Astrocyte,Human A13,Human MN,75.20944500593913,0.004090737637465243,0.3076621073786675
Astrocyte,Human A13,Human MTG,31.246837575403475,0.0003720793572082492,0.011626303239846692
Astrocyte,Human A13,Human MoAN,187.20916100381302,0.001422245135121872,0.26625731848792034
Astrocyte,Human A13,Human MoRF-MoEN,192.65421098741518,0.0011949069500526485,0.2302038556657717
Astrocyte,Human A13,Human MoSR,106.01802775138508,0.002854673441703568,0.3026468481636708
Astrocyte,Human A13,Human NAC,106.04638273632007,0.0007613528940003755,0.08073872039456875
Astrocyte,Human A13,Human PAG,183.75044227161692,0.0011743032858721335,0.21577874814001752
Astrocyte,Human A13,Human PAG-DR,157.52234658316922,0.0013159681699877026,0.20729439416522183
Astrocyte,Human A13,Human PB,193.55533076078476,0.001159265474039756,0.2243820122673229
Astrocyte,Human A13,Human PN,141.86061883994466,0.0016997995968406608,0.2411346227117046
Astrocyte,Human A13,Human PTR,168.0030924542087,0.001162219367636798,0.195256447873157
