cell_type,region_a,region_b,omega,kn,kf,expected_omega,observed_residual,null_le_count,p_value,q_value
Astrocyte,Human A1C,Human V1C,5.9404073821156524,0.0024736111985783,0.0146942582245187,7.148780168404876,0.8309679752596378,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human V2,4.213593531746027,0.0028218646734843,0.011890190735656,6.74299457427877,0.6248846095500104,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human VA,11.051284148105356,0.0055772357060027,0.0616356165479949,12.809652174359039,0.862731009217144,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human VLN,28.37356592820683,0.0040136833855998,0.1138825101562666,19.320165081620345,1.468598524305528,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A1C,Human VPL,8.57425524239206,0.0132843693344735,0.1139035734079821,8.94687788446764,0.9583516566463395,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A13,2.6177492080344944,0.0033296425025288,0.0087161690240327,6.450212142598724,0.4058392422082152,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A14,6.196896122782807,0.0030794689470169,0.0190831491779991,9.977810683196065,0.6210677191158966,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A19,3.499441725088749,0.0018631669402921,0.0065200441316642,7.630987519171624,0.4585830754272585,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A23,2.886888508957179,0.0026654983340443,0.0076949965111971,6.08457163185802,0.47446043593961634,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A24,7.227237740458181,0.0030120851340879,0.0217690553585534,11.583747953467116,0.6239118607803449,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A25,9.064679481591192,0.0021839747836447,0.0197970314096167,10.1527557898872,0.8928294612010856,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A29-A30,2.262906563731222,0.0107143193334473,0.0242455035455703,4.70898199723173,0.48055111806787904,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A32,5.795507659321779,0.0019703822112265,0.0114193651969545,10.521814796384401,0.5508087503415554,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A35-36,2.300449934846723,0.0241320783184096,0.0555146379953015,4.800180916492047,0.47924234000077703,0,9.999000099990002e-05,0.0002751999299680118
