pair_type,cancer,sample_a,sample_b,kn,kf,omega_floor,omega_raw
TT,TCGA-LIHC,TCGA-FY-A40K-01,TCGA-G3-A25V-01,0.005128287774501448,0.11805367242438347,23.020095130262106,23.020095130262106
TT,TCGA-LIHC,TCGA-ED-A66X-01,TCGA-EP-A26S-01,0.0023118604205326935,0.34187995557303097,147.8808809288996,147.8808809288996
TT,TCGA-LIHC,TCGA-DD-AACT-01,TCGA-G3-A25Z-01,0.002970366922747508,0.2774957798213702,93.42138093993256,93.42138093993256
TT,TCGA-LIHC,TCGA-ED-A82E-01,TCGA-G3-A6UC-01,0.0033163418807373836,0.41833165883916573,126.14250094931417,126.14250094931417
TT,TCGA-LIHC,TCGA-DD-AAVU-01,TCGA-UB-A7MB-01,0.009857136960736394,0.1578047965723261,16.009191837437655,16.009191837437655
TT,TCGA-LIHC,TCGA-DD-A4NO-01,TCGA-GJ-A9DB-01,0.0018961802469175633,0.1573621248201827,82.98901176509516,82.98901176509516
TT,TCGA-LIHC,TCGA-DD-A1EE-01,TCGA-LG-A9QC-01,0.0025433359441841604,0.2772214788725334,108.99915896146359,108.99915896146359
TT,TCGA-LIHC,TCGA-DD-A73C-01,TCGA-HU-A4H8-01,0.003869743655104464,0.41513605213905913,107.2774036573367,107.2774036573367
TT,TCGA-LIHC,TCGA-BC-A3KF-01,TCGA-DD-A113-01,0.0036031558136940846,0.37853192164902333,105.05566265282845,105.05566265282845
TT,TCGA-LIHC,TCGA-FY-A3BL-01,TCGA-HU-A4GN-01,0.003239224603148727,0.42882652794129944,132.38554916026925,132.38554916026925
TT,TCGA-LIHC,TCGA-FV-A4ZP-01,TCGA-ZP-A9CZ-01,0.02583014090904822,0.11897837709684825,4.606183818965172,4.606183818965172
TT,TCGA-LIHC,TCGA-DD-AACF-01,TCGA-UB-A7MF-01,0.0027332123485519547,0.36328315500378605,132.91435449435608,132.91435449435608
TT,TCGA-LIHC,TCGA-BC-A5W4-01,TCGA-DD-A73A-01,0.00525821426025586,0.31616430645142757,60.12769560212696,60.12769560212696
TT,TCGA-LIHC,TCGA-DD-A4NA-01,TCGA-DD-AADS-01,0.027201410970432237,0.4993231127713458,18.35651515703016,18.35651515703016
TT,TCGA-LIHC,TCGA-DD-A4NF-01,TCGA-DD-AADU-01,0.006301362549367067,0.22891949859909802,36.32857129004449,36.32857129004449
TT,TCGA-LIHC,TCGA-DD-A4NN-01,TCGA-DD-AACX-01,0.0034291431780322373,0.3694827311705065,107.74782853556108,107.74782853556108
TT,TCGA-LIHC,TCGA-ES-A2HT-01,TCGA-HU-A4GD-01,0.017193525844714348,0.4639992331988279,26.986857575898025,26.986857575898025
TT,TCGA-LIHC,TCGA-DD-AAD5-01,TCGA-UB-AA0V-01,0.004294908407415126,0.34461528431132643,80.23809860912303,80.23809860912303
TT,TCGA-LIHC,TCGA-F5-6810-01,TCGA-FY-A3YR-01,0.0022566472837971564,0.14556473717676457,64.50486889197389,64.50486889197389
